CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,SOIL_PH_HIGH,CROPDURATION,CROPDURATION_MAX,TEMP,MAX_TEMP,WATERREQUIRED,WATERREQUIRED_MAX,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_MAX,N,N_MAX,P,P_MAX,K,K_MAX
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.1,6.5,75.8,90,20.4,30,601.9,700,52.7,55,58.6,60,26.8,40,37.6,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.3,6.5,83.4,90,27.5,30,532.2,700,50,55,45.5,60,39.9,40,38.5,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.6,6.5,61.9,90,28.3,30,494.2,700,54.2,55,50.2,60,28.2,40,26,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.5,6.5,84.6,90,22.8,30,438.5,700,51.8,55,51.4,60,25.1,40,33.6,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.5,6.5,88.6,90,27.9,30,687.3,700,52.6,55,51.9,60,23.5,40,25.9,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.2,6.5,68.4,90,28.9,30,480.8,700,53,55,50.6,60,40,40,28.8,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.3,6.5,88.2,90,29.3,30,517.1,700,54,55,50.7,60,37.7,40,25,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.2,6.5,89.9,90,23,30,576.1,700,50.5,55,34.4,60,32.3,40,26,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6,6.5,68,90,25.9,30,524.5,700,51.9,55,55.5,60,35.2,40,33.1,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.1,6.5,69.7,90,21.7,30,674.6,700,50.3,55,57,60,24.5,40,29.9,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.9,6.5,81.3,90,22.1,30,564.5,700,50,55,49.5,60,37,40,39.2,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.3,6.5,75.6,90,25.4,30,627,700,50.6,55,30.6,60,27.1,40,29.9,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6,6.5,70.6,90,21.4,30,417.9,700,53.6,55,41.3,60,33.2,40,20.9,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.3,6.5,80.7,90,25.5,30,449.6,700,54.3,55,57,60,24.9,40,25.9,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.6,6.5,87.4,90,29.9,30,494.2,700,50.7,55,37.3,60,26.2,40,38.3,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.4,6.5,85.3,90,20.3,30,518,700,52.7,55,36.3,60,29.8,40,32.4,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.5,6.5,69.9,90,24.6,30,653.2,700,53.5,55,56.4,60,36.7,40,39.7,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5,6.5,77.3,90,28.5,30,532.3,700,54.6,55,59.8,60,38.9,40,34.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.2,6.5,77.2,90,21,30,523.5,700,53.7,55,53.3,60,24.1,40,34.1,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.1,6.5,79.6,90,28.8,30,473.2,700,50.3,55,50.8,60,36.6,40,20.5,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6.2,6.5,67.7,90,25.2,30,401.5,700,50.3,55,48.9,60,22.8,40,32.8,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.2,6.5,78.5,90,26.1,30,400.6,700,51.5,55,42.1,60,28.2,40,32.3,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,6.3,6.5,64.3,90,21.2,30,453.3,700,54.5,55,42.6,60,30.6,40,31.7,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6,6.5,61.2,90,23.2,30,611.2,700,50.3,55,49,60,33.6,40,29.3,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.7,6.5,77.8,90,27.3,30,640.6,700,52.7,55,58.1,60,22.3,40,20.7,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.3,6.5,65.5,90,20.4,30,625.1,700,50.8,55,30.9,60,37,40,32.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6.2,6.5,80.9,90,22.2,30,649.5,700,50.7,55,32.8,60,27.4,40,24.2,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.3,6.5,76.2,90,20.4,30,519.8,700,51.4,55,31.1,60,27.1,40,37,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.4,6.5,64.4,90,29.6,30,537.5,700,52.2,55,55.4,60,29.3,40,32.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6,6.5,88,90,23.8,30,412.1,700,53.9,55,57.5,60,29,40,39.6,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6,6.5,76.4,90,21.9,30,459,700,54.8,55,40.7,60,31.3,40,28.5,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.8,6.5,82.2,90,24.4,30,471.1,700,50.6,55,44.7,60,24.8,40,21.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.5,6.5,87.4,90,29.4,30,455,700,52.5,55,39.1,60,28.5,40,22.8,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.5,6.5,85.5,90,20.2,30,568.1,700,51.5,55,37.1,60,26.7,40,31.6,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.5,6.5,89.8,90,27,30,659.4,700,50.2,55,41,60,36.4,40,29.7,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.2,6.5,83.6,90,21.2,30,454.7,700,54.8,55,57.7,60,29.1,40,22.4,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.8,6.5,82.9,90,25.5,30,587.5,700,52,55,44.9,60,35.6,40,28.1,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.4,6.5,61.3,90,21.6,30,472.2,700,54.5,55,40.1,60,25.6,40,37.9,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.1,6.5,60.1,90,22.6,30,410.3,700,53.4,55,42.2,60,29.6,40,23.3,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.2,6.5,70.4,90,27.1,30,530.5,700,52.3,55,39.1,60,33.5,40,24.7,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.1,6.5,85,90,21.4,30,434.9,700,52.5,55,31.2,60,34.2,40,34.1,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6.2,6.5,84,90,26.2,30,578.2,700,54.7,55,43.7,60,26.2,40,26.8,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.4,6.5,77.3,90,24.6,30,465.4,700,51.6,55,32.1,60,20.5,40,37.5,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.5,6.5,65.4,90,26.2,30,414.8,700,50.6,55,42.1,60,34,40,37.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6.1,6.5,63.7,90,25.4,30,482.4,700,54.1,55,45.7,60,33.3,40,33.3,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.3,6.5,76.7,90,26.9,30,485.4,700,53.5,55,49.2,60,33,40,37.2,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.3,6.5,78.6,90,26.4,30,405.6,700,51.1,55,38.9,60,33.9,40,37.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6.2,6.5,64.7,90,23.4,30,664.6,700,51.4,55,45.8,60,22.2,40,21.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.1,6.5,69,90,26.8,30,565.1,700,53.5,55,49.7,60,35.9,40,36,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.9,6.5,74.3,90,28.9,30,575.9,700,50.9,55,56.2,60,27.2,40,34.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6.5,6.5,78.6,90,20.8,30,559.8,700,51.7,55,32.6,60,37,40,20.2,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.8,6.5,65.7,90,22.1,30,536.7,700,53.4,55,36.5,60,22.6,40,39.1,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.2,6.5,67.7,90,29.6,30,622.9,700,50.8,55,33.2,60,28.7,40,30.6,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.3,6.5,61.5,90,22.1,30,401.7,700,54.3,55,36.6,60,27.8,40,23.2,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.5,6.5,65.7,90,22.3,30,425,700,50.3,55,58.9,60,33.3,40,22.2,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.2,6.5,86.8,90,23.6,30,520.2,700,51.7,55,40.1,60,36.9,40,27.2,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.2,6.5,85.5,90,21.6,30,427.7,700,54.1,55,43,60,22.4,40,39,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.8,6.5,77.8,90,29.2,30,574.1,700,51.8,55,33.3,60,37.6,40,32.9,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,6.5,6.5,77.7,90,20.4,30,635.8,700,53.6,55,50.6,60,35.4,40,24.9,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6,6.5,67.4,90,23.2,30,435.8,700,50.9,55,49.6,60,29,40,39.8,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.9,6.5,60.7,90,25.2,30,631,700,53.4,55,48.8,60,27.4,40,37.6,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.3,6.5,74.4,90,24.9,30,454.6,700,50.2,55,40.4,60,35.2,40,33.6,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.2,6.5,63,90,21.6,30,519,700,50.1,55,55.8,60,34.8,40,32.1,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.8,6.5,66.4,90,28.2,30,502.8,700,54,55,39.7,60,31.1,40,36.3,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.9,6.5,60.1,90,25.4,30,445.6,700,54.8,55,47.2,60,26,40,32.7,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.2,6.5,62.2,90,21.4,30,638.2,700,51.1,55,42,60,30.4,40,26,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.7,6.5,82.8,90,21.3,30,527.5,700,51.9,55,54.8,60,39.2,40,35.1,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.3,6.5,70.8,90,29.3,30,591.6,700,52.3,55,58.2,60,29.7,40,26.5,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.2,6.5,67.3,90,20.5,30,453.8,700,50.1,55,39.3,60,33.4,40,36.1,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.2,6.5,83.4,90,20.1,30,558.5,700,50.7,55,42.3,60,39.9,40,22.9,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.6,6.5,78.1,90,26,30,652.9,700,51.7,55,33.6,60,35.1,40,30.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6.2,6.5,79.1,90,25.6,30,422.2,700,53.4,55,58.7,60,36.8,40,23.6,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.3,6.5,81.2,90,20.4,30,627.4,700,51,55,31.4,60,33.1,40,37.8,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.3,6.5,85.3,90,28.9,30,533.8,700,51,55,49.4,60,30,40,34.3,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.6,6.5,65.1,90,20.9,30,641.4,700,52.7,55,41.8,60,23.8,40,26.1,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.4,6.5,65.8,90,27.3,30,679.2,700,52.3,55,60,60,36.2,40,30.4,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,6,6.5,70.9,90,26.5,30,626.2,700,54.1,55,36.2,60,32.9,40,39,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6,6.5,77,90,29,30,642.7,700,53,55,59.7,60,28.1,40,36.9,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.6,6.5,69.2,90,26.2,30,476.6,700,53.6,55,35.3,60,21.8,40,26.4,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.2,6.5,73.8,90,24.2,30,468.8,700,54,55,49.6,60,28.7,40,28.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6,6.5,71.9,90,28.2,30,639.7,700,54.9,55,37.1,60,35.2,40,33.7,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6,6.5,64.5,90,26.3,30,464.6,700,50.7,55,59.8,60,34.3,40,26.7,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.2,6.5,84.9,90,26.5,30,419.2,700,51.7,55,38.7,60,36.3,40,38.7,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6,6.5,87.1,90,26.4,30,402.3,700,51.6,55,56.6,60,24.6,40,31.6,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.8,6.5,65.7,90,29.8,30,641,700,54,55,30.1,60,25.7,40,35,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.3,6.5,63.6,90,29.2,30,662.4,700,54.6,55,52.8,60,20,40,26.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6.2,6.5,77.5,90,26.1,30,663.2,700,54.6,55,59.1,60,31.1,40,27.4,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.8,6.5,86.2,90,24.8,30,461.3,700,50.8,55,49.8,60,25,40,32.5,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,6.2,6.5,82.2,90,22.8,30,642.8,700,53.8,55,46.6,60,24.5,40,38.5,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5,6.5,76.6,90,24.9,30,464.1,700,51.7,55,50.6,60,36.3,40,24.9,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.7,6.5,77.3,90,20.3,30,591.4,700,50.7,55,43.8,60,29.4,40,24.6,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.6,6.5,61.8,90,26,30,586.1,700,53.7,55,52.4,60,21.4,40,32.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.7,6.5,60,90,24.4,30,622.2,700,52.6,55,32.4,60,36.5,40,32.2,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.4,6.5,87.8,90,26.7,30,550,700,52.3,55,45.1,60,23.6,40,23.2,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.6,6.5,77.9,90,22.5,30,517.3,700,52.1,55,59.1,60,37.5,40,27.8,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.5,6.5,89,90,23.4,30,471.9,700,51.5,55,44,60,23.8,40,30,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.3,6.5,85.6,90,21.1,30,610.4,700,50.3,55,52.2,60,32.3,40,35.9,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.1,6.5,79,90,26.6,30,587.4,700,53.3,55,37.8,60,24.7,40,38.9,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6.5,6.5,87.6,90,26.5,30,664.5,700,50.1,55,49.8,60,26.7,40,22.7,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5,6.5,83.5,90,20.5,30,629.1,700,52.8,55,49.2,60,27.5,40,29.8,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.1,6.5,72.6,90,21.5,30,487.5,700,53.2,55,39.6,60,31.3,40,20.1,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.4,6.5,89.4,90,25.3,30,600.8,700,50.3,55,34.3,60,24.5,40,27,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.4,6.5,71.9,90,29.9,30,464.4,700,52.8,55,52,60,24.1,40,36,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.1,6.5,81.6,90,22.8,30,415.5,700,54.7,55,40.8,60,39.9,40,21.1,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5,6.5,67,90,24.4,30,692.7,700,53.9,55,59,60,29.4,40,30.3,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.4,6.5,82.7,90,26.5,30,528,700,53.7,55,48.7,60,22.4,40,27.8,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.1,6.5,88.6,90,20.7,30,530.9,700,50.3,55,53.7,60,36.3,40,23,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.2,6.5,77.9,90,21.3,30,437.4,700,52.7,55,43.4,60,35.7,40,30.4,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.4,6.5,77.7,90,21.5,30,631.7,700,53.3,55,38.5,60,39,40,26.4,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.6,6.5,66.2,90,24.8,30,484.1,700,51.4,55,53.5,60,38.7,40,34.6,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.9,6.5,87.3,90,22.4,30,502.2,700,51.5,55,31.4,60,27.2,40,30.1,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.2,6.5,74.6,90,29.9,30,492.4,700,51.9,55,30.5,60,31,40,24,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,6.4,6.5,65.5,90,28.1,30,456.2,700,50.3,55,40.1,60,37.6,40,31.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.5,6.5,84.5,90,26.6,30,426.2,700,52.5,55,53,60,34.2,40,25.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.2,6.5,87.2,90,22.1,30,546.1,700,51.3,55,36.3,60,31.8,40,34.9,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.2,6.5,64.5,90,25.9,30,432.3,700,54.8,55,44.5,60,31.1,40,32,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6,6.5,79.2,90,29.8,30,416,700,51.3,55,54,60,23.7,40,29.4,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6,6.5,89.1,90,22.4,30,572.9,700,50.8,55,30.3,60,21.7,40,34.5,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5,6.5,85.4,90,27.9,30,529.1,700,51.9,55,54.4,60,24.1,40,29.8,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5,6.5,72.3,90,23,30,578.2,700,52.9,55,48.5,60,38,40,38.4,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.1,6.5,68.2,90,29.3,30,538.6,700,50.8,55,53,60,28.6,40,31,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.2,6.5,61.8,90,22.9,30,525.5,700,53.3,55,44.9,60,23.3,40,20.5,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.6,6.5,82.2,90,20.8,30,528.4,700,50.5,55,45.2,60,34.8,40,30.8,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.7,6.5,85,90,20.7,30,514.5,700,50.2,55,39.8,60,38.2,40,33.5,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.1,6.5,87.5,90,25.8,30,541.1,700,53.7,55,47.7,60,24.2,40,34.3,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6.2,6.5,85.7,90,26.8,30,431.5,700,54.5,55,42.2,60,32.9,40,20.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.5,6.5,60.1,90,22.1,30,577.7,700,52.5,55,34.1,60,29.7,40,23,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.4,6.5,74.8,90,23.9,30,440.4,700,51.4,55,40.1,60,34.1,40,27.2,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.2,6.5,61.6,90,24.2,30,501.1,700,51.2,55,53.2,60,23.2,40,22,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.4,6.5,85.6,90,28.1,30,558.4,700,50.5,55,50,60,22.9,40,30.3,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,6.4,6.5,87.2,90,28.8,30,654.9,700,50,55,47,60,22.9,40,21.2,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.5,6.5,88.9,90,26.8,30,472.3,700,55,55,41.2,60,25.2,40,35.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.8,6.5,80.6,90,24.9,30,619.5,700,53.6,55,56.9,60,30.2,40,28.7,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.3,6.5,72.2,90,25.9,30,505.1,700,52,55,52.4,60,32.8,40,38.5,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.1,6.5,66.8,90,20.7,30,697.9,700,54.7,55,48.6,60,33.4,40,28,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.2,6.5,82.2,90,22.9,30,601.3,700,52.9,55,31.6,60,29.8,40,26.1,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.5,6.5,89.4,90,25.3,30,451.7,700,51.7,55,47.3,60,22.1,40,34.6,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.7,6.5,88.3,90,26.3,30,544,700,52.2,55,56.8,60,25.8,40,35.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.1,6.5,68.7,90,20.7,30,567.4,700,50.3,55,31.6,60,37.3,40,30,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.1,6.5,77.7,90,21.4,30,423.3,700,54.9,55,37,60,24.6,40,24.7,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.3,6.5,62.7,90,25.3,30,423.9,700,54.8,55,39.1,60,38.5,40,37.7,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.1,6.5,86.6,90,28.4,30,679,700,53.7,55,53.8,60,31.9,40,30.4,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.3,6.5,70.5,90,23.3,30,471.4,700,52.3,55,33.7,60,31.9,40,23.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,6.1,6.5,60.8,90,20.7,30,526.2,700,53.4,55,54.7,60,27.9,40,27,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.3,6.5,68.5,90,21.5,30,576.2,700,54.3,55,34.7,60,22.9,40,24.6,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.7,6.5,86.5,90,28.9,30,652.4,700,52.7,55,40.3,60,31.1,40,25.7,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.1,6.5,65.4,90,24.5,30,579.3,700,53.9,55,49.5,60,24.2,40,31.6,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6.4,6.5,64.5,90,21.1,30,442.4,700,51.1,55,52.2,60,25.6,40,29.6,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,6,6.5,87,90,26.5,30,470.1,700,54.6,55,50.8,60,32.6,40,31.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.8,6.5,77.6,90,24.3,30,525.3,700,52.6,55,54,60,24.2,40,27.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.1,6.5,83.1,90,23.9,30,670.8,700,52,55,31.3,60,21.9,40,30.7,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.8,6.5,85.1,90,29.9,30,441.7,700,52.5,55,45.8,60,40,40,34,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.3,6.5,74.2,90,26.3,30,490.1,700,54.6,55,33.8,60,28.7,40,20,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,6,6.5,68.2,90,22.3,30,556.6,700,50.3,55,41.7,60,24.6,40,29.2,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.2,6.5,68.3,90,27.5,30,695.7,700,51,55,54.8,60,22.5,40,20.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.4,6.5,74.7,90,23.3,30,492.7,700,51.7,55,53.2,60,37.8,40,32.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,6.1,6.5,85.3,90,20.9,30,533.4,700,52.8,55,34.3,60,34.2,40,36.4,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,5.7,6.5,83.8,90,22.2,30,500.5,700,51.1,55,47.3,60,30,40,27.6,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,5.9,6.5,81.1,90,26.3,30,460.2,700,50.1,55,38.7,60,38.8,40,24.5,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.9,6.5,81.6,90,20.9,30,653.9,700,52.6,55,43.5,60,20.5,40,35.2,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5,6.5,81.5,90,25.6,30,435.3,700,51.1,55,32.5,60,29.7,40,39.5,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.8,6.5,67.2,90,25.1,30,494.2,700,52.4,55,54.4,60,35.8,40,21.9,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,rainfed,5.9,6.5,81.3,90,29.6,30,441.2,700,52.2,55,47.5,60,24.7,40,28.4,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,irrigated,6.4,6.5,83.7,90,21.2,30,498.8,700,51.3,55,46.8,60,30.6,40,33.5,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,rainfed,6.2,6.5,66.3,90,26.2,30,481,700,53.7,55,30.1,60,27.2,40,23.2,40
cowpea,pulses,Sandy soil ,rabi,Dec,Jun,irrigated,5.6,6.5,64,90,28.7,30,514.9,700,50.7,55,55.4,60,36.2,40,32.7,40
cowpea,pulses,well-drained soil,rabi,Oct,Apr,rainfed,5.4,6.5,89.2,90,27,30,605.6,700,51.2,55,53.2,60,25.8,40,27.4,40
cowpea,pulses,sandy Loamy soil,rabi,Nov,May,irrigated,5.1,6.5,74.1,90,28.7,30,608.8,700,50.6,55,36.5,60,24.6,40,37.8,40
